angle_btwn_B0_Ey,angle_btwn_B0_sBy
123.98702840733827,67.13508512477435
124.51821049629287,58.740927687184445
119.46618686947527,55.006219023215074
110.22465182258641,57.030908375918244
98.56937977113888,64.20166013842369
86.03210316948463,74.82377114530524
73.97460647211439,87.16425842120586
63.93623884877257,99.72383327151272
57.719853763723975,111.07936814934416
56.876488633381385,119.61370896525345
61.59790553699281,123.57765075407333
70.58640742990418,121.86192936423534
82.08417962635572,114.98904137066764
94.55879681517554,104.60255479960776
106.66462514281275,92.40639522306193
116.88208627272641,79.88152937537171
123.42225701824692,68.42078283104543
124.63234042698723,59.622616883153555
120.19932375560562,55.28805475200468
111.39289913250545,56.620390788927125
99.98269924886418,63.2362572638062
87.524147927829,73.50050322537265
75.38619656486442,85.65229552621861
65.0535508633691,98.2415388409039
58.31685741276231,109.77965058192194
56.80311207180374,118.70887796819319
60.890843649317254,123.2755512431651
69.4451246521256,122.23584774671266
80.69056142019373,115.92373775438308
93.09663671346857,105.87886590534303
105.28197018208039,93.84751225967199
115.77726026707673,81.31779705854133
122.81065058383973,69.69630722822245
124.67384675059324,60.531551912952054
120.86500435996467,55.612910215251325
112.48336293421433,56.292178997873364
101.31240490106634,62.35919468259465
88.9302709939212,72.28207095865088
76.7130508101431,84.28548396780523
66.119290797928,96.85576330159088
58.913393804425105,108.55785478356712
56.78045269498416,117.83131123151989
60.29050947870698,122.93231319385944
68.40963493146002,122.52457582491999
79.40339953898949,116.74872737998552
91.70616114522883,107.06385658625685
103.94805827751419,95.21204949575483
114.67535907988977,82.70951854083303
122.1394279990727,70.96858004342522
124.62977411188687,61.47765145480323
121.43314245666848,56.0408175824074
113.5176456860606,56.072852933276934
102.62994577117901,61.5450199138538
90.36767783194935,71.0744502887092
78.11288791088754,82.87716320046022
67.30569585418911,95.39339238527282
59.65468605874698,107.21851096293311
56.881544557062035,116.81664312873127
59.744889700282656,122.45568960400274
67.36903021493097,122.7263237241728
78.073460010358,117.53807953253366
90.24625118434506,108.26084643021694
102.51452623779805,96.63425525908319
113.43973552034572,84.19779605501131
121.35648644154048,72.3278457150712
124.4736777187799,62.54312333497313
121.94330335354466,56.5659191051869
114.54632767323615,55.90363132932036
103.9595992796487,60.784766026282846
91.83607446888999,69.88728572094642
79.56640515187553,81.44922913783674
68.56086668529196,93.89876096031318
60.48639935003498,105.8238039825705
57.089215047113726,115.72619706329729
59.28235014749116,121.88855600450883
66.38968356600869,122.8209884995804
76.76564658533255,118.26378394748954
88.79458586848693,109.41857487499921
101.06387723487717,98.03966346321653
112.19188538288782,85.67014315959737
120.54281886837644,73.67246539321393
124.26324823760596,63.62998861654127
122.39874123290085,57.13805919261245
115.51959572804603,55.81731251163477
105.26291426838891,60.064769129657364
93.28957618076295,68.72408702622275
80.99499579797887,80.05639586926694
69.8005944259477,92.43346136035159
61.31834477219633,104.45450349527987
57.318944730438716,114.63804183056484
58.856396761940715,121.30397546894778
65.43687523579803,122.8896812375796
75.4878786095884,118.94154530289397
87.34222098134241,110.55823610104628
99.62154979195532,99.42162532551806
110.9121287973019,87.14335167559145
119.62438383421656,75.1126207082454
123.97071017815257,64.75710742336548
122.77417389736532,57.78832917484672
116.44843844109087,55.804757575608434
106.53797009583364,59.41868878775651
94.72037941925922,67.62172163847266
82.44565165116683,78.67887211776738
71.08376461243854,90.96853407961942
62.240036399537765,103.05160075676001
57.6479353648538,113.49328118322723
58.53094710119501,120.62961173684444
64.55554934008012,122.85501721905202
74.25237661129594,119.5377855892766
85.9234194943514,111.63201348026207
98.16267187191623,100.78285164834986
109.60832808464656,88.60532547781474
118.67112883773432,76.51733630093297
123.58252575918772,65.94397711090761
123.06456678346176,58.51019409860732
117.30148711798658,55.89678103345233
107.76328470584707,58.862626689751444
96.14853151809677,66.56818579606633
83.91322786231876,77.3277410166855
72.42033098841229,89.4874541145281
63.22947787525271,101.61727353403379
58.0746764125272,112.29522575069198
58.29127397973708,119.86922591049358
63.74483783059465,122.7188383433548
73.04795558373718,120.0536725230121
84.51856713865149,112.64001904083703
96.71528510579401,102.0962413411364
108.27134897269386,90.05726663673322
117.66038047172859,77.94004125450411
123.12810432257204,67.14638338547535
123.26472807345164,59.30481682877268
118.07569754198315,56.08028989856032
108.9411386307314,58.390126710740894
97.5463039229465,65.57782691436176
85.36496345687593,76.0161639118481
73.75708278644858,88.04193597541561
64.25088336658183,100.19593607769617
90.0,90.0
90.0,90.0
63.000181411186134,122.51260379548891
71.89702212695086,120.49261723633705
83.14390385473074,113.59413902308619
95.27525146014978,103.37415273427348
106.93351534417523,91.48221989403025
116.61787299135361,79.35764187090074
122.5918020774189,68.38981850653722
123.38456225417691,60.14779564612984
118.78840073368198,56.33051377102116
110.07642530519797,57.983060682039984
98.90300615510465,64.64815024698777
86.80544446560337,74.74325314954845
75.11213853136441,86.60555041057569
65.31969403618793,98.76591408199143
59.143015737725435,109.81025324494652
58.05133286835138,118.18859148187389
62.31365752021094,122.2211527083963
70.78047783692666,120.86007101477306
81.77608902169841,114.49999584998012
93.81061217105652,104.64820128256812
105.53713843404228,92.93629788371668
115.50333085744775,80.8155141239931
121.98074850401932,69.67888423865041
123.42954686398576,61.066097378070324
119.46658788446211,56.667867657104594
111.20953534364618,57.63328570187552
100.29568646764419,63.73696481757357
88.2889929942977,73.46644980104647
76.51389690228116,85.16353625112872
66.4571063876824,97.29106675744744
59.787073568467335,108.49440831206635
58.04390195596059,117.24450660790961
61.67690584201185,121.85474820455933
69.67411703639421,121.16924219037558
80.39878574364067,115.38322546452093
92.34112294461714,105.89605675497687
104.1411856526897,94.36480073578099
114.35892624992732,82.26913645445678
121.30553907083889,70.99734615410624
123.40813661831776,62.02090869900977
120.07608119188407,57.05763601586167
112.26163680538146,57.38641822454739
101.64178584814569,62.893239549418496
89.72717979434405,72.24781693945452
77.90789398686333,83.72813790499877
67.59663190692214,95.84917484930446
60.465519761699014,107.20150747036978
58.10093161453719,116.28605236882095
61.11952495236431,121.44336080870288
68.65171424436308,121.39827103875227
79.10466364395698,116.17221253485972
90.9316338280206,107.06551059428129
102.77087849660178,95.74166585005527
113.21183509814546,83.69143519457057
120.60211148217601,72.28242768088066
123.30239590459547,63.003482765408364
120.59725984028205,57.51582541139467
113.26869893741701,57.179295966519064
102.92344262171201,62.13409692659079
91.13597720806119,71.08658935522399
79.27777643737994,82.36069275929842
68.75889501467184,94.4313545679792
61.19898231212097,105.9041138622565
58.23573612194773,115.29404247106665
60.63039192912498,120.96238085529956
67.6831570351273,121.55100850213711
77.83433689776129,116.9041403093095
89.52778034510793,108.20246653523768
101.38105330139723,97.11038419948872
112.01773826164464,85.12355820929503
119.82951315034124,73.60299960307107
123.13678289024682,64.03405663371396
121.06319141871157,58.04924495014045
114.23951831405856,57.072878588898114
104.21181779224291,61.4165190487277
92.57184208698531,69.93803377864815
80.69927642120587,80.9752632308647
69.99567093850494,92.95779188712181
62.02519844458889,104.53044608733137
58.45993394939387,114.21109889468248
60.20934775422736,120.38032832297094
66.73006826008196,121.6190527170728
76.54995548263453,117.58232426574465
88.07343586798484,109.337189724378
99.93667968035469,98.49225782256876
110.74734602202598,86.5959024421168
118.93869992107612,75.01530323731595
122.85647410497563,65.15408968349527
121.44234655049031,58.678935972608876
115.16413072034335,57.058327807263645
105.47683021908131,60.776826571310764
94.01313883052835,68.82473236836941
82.15619185690346,79.58699116738721
71.26808476830534,91.49130849273665
62.91325263574805,103.14254635412007
58.76353211161768,113.08913851611618
59.84064124624826,119.75711813096265
65.84126567533875,121.63249665871243
75.3120753781358,118.20918328112852
86.67197743265658,110.4155097201146
98.5216801235407,99.83724142654921
109.5027794941953,88.02641227787396
118.07558281764113,76.36043085436681
122.54966495683836,66.25575956484802
121.78610954420292,59.314558486137344
116.02802401387328,57.082809669389476
106.68963888343144,60.18022800321841
95.3933497584715,67.77697986492615
83.5437955485439,78.27452486574413
72.5024901804836,90.08033818543632
63.801184760190445,101.79649573427972
59.0991679279744,111.98464798672671
59.56172956309898,119.08738927755701
65.02279660120372,121.55005071325681
74.13429374106018,118.74079598113377
85.29097503551554,111.43109999244506
97.10050641341248,101.14277090429144
108.21606020542538,89.44601649603538
117.11215260348331,77.74897478984327
122.13121180388356,67.42694248792995
121.99671556610741,60.068479363281185
116.80837173777198,57.22860050538765
107.8518848498756,59.69752752376583
96.76681953669639,66.79742884588906
84.96608122322064,76.98773746292792
73.80914186983377,88.65937247528106
64.79511856550053,100.37525786703821
59.569553329615395,110.7931587869384
59.408862976837966,118.29064972958051
64.29396540023824,121.35626624018221
73.00395732996144,119.18024743927214
83.9552022352184,112.3562887595142
95.70176284351544,102.38314586756778
106.92002995448956,90.83985802317972
116.11261345581774,79.12382691179192
121.63429051874293,68.61898102297553
122.13949634583986,60.85513578104878
117.51236438422538,57.43769131368029
108.95692434498012,59.286577865831376
98.09146791845522,65.8765829389056
86.34043856344583,75.76023368320162
75.0832239624448,87.28805275338306
65.77290887708769,99.04339176293315
60.05165403302013,109.6343920059719
59.276183580351244,117.53126460423455
63.6031440305132,121.14909243786569
71.93061767062001,119.57273623484554
82.64534347580985,113.24896690484306
94.33474825895931,103.59547970223561
105.64200162780247,92.19523862301853
115.1102031556195,80.48100403906474
121.11049391476993,69.80378431090654
122.22528771713253,61.682080074853715
118.18217379668167,57.71313313393002
110.04800404606294,58.923983837528084
99.41277218173566,65.01496562356691
87.76949732239966,74.51530222741485
76.43416089002517,85.8735915834
66.85812132580774,97.61751819953705
60.651958317645594,108.37482231027144
59.24657120306051,116.63170340779564
62.978135985591905,120.81439466341601
70.8469044789514,119.88590374879765
81.31135099026989,114.10679482221325
92.89952639632905,104.81864364042416
104.2657682176745,93.61136536257648
114.00092062890425,81.90771872767827
120.477266106572,71.07789985883433
122.21534297204134,62.602024047612026
118.77725498871975,58.082761777436694
111.09318762277985,58.655622576992826
100.73043666069977,64.17448477143279
89.18597155624043,73.31483719916994
77.7900013788436,84.48590451212822
67.96331345851702,96.20791337862565
61.32038670948313,107.09810254547689
59.30792524364987,115.687432474464
62.438471614181644,120.39575647796845
69.84572699591307,120.09739884428758
80.02935242379088,114.87555655671271
91.48802984734712,105.97710240391747
102.89674068440031,94.97536551918058
112.85051892668194,83.32451354665822
119.75623973287361,72.37463365159525
122.09184443902471,63.597227902484846
119.27143768810096,58.561586638428935
112.06749266323905,58.50212792059313
102.0048869503183,63.45092145844233
90.59074694248949,72.19059216362747
79.18610094931942,83.11676568891718
69.16370397034875,94.76800906105113
62.09545350081756,105.76217620107637
59.480970840373026,114.65699243951259
61.98426703109326,119.88177784606688
68.89485904069798,120.21629969721207
78.76753797689835,115.56076554805372
90.08476740907493,107.08691399474918
101.50060649911367,96.32723367810051
111.65285691451086,84.74959247686164
118.96864823595037,73.70112080050919
121.90183968302384,64.624398583029
119.69931192178508,59.09711649227854
112.98674388411649,58.415943761648215
103.24437911838542,62.773134797696954
91.97910169718588,71.09312152309222
80.55296446555938,81.79049386967164
70.33931780423327,93.371621308154
62.8757109550871,104.46776703770432
59.703477064622305,113.63624735237222
61.601325179985025,119.33945196899404
68.03447771788665,120.26793893187038
77.57878631057635,116.19464275646395
88.7384883985137,108.13213568524301
100.15566476684306,97.61601251827368
110.47532593991308,86.11613886990808
118.15480615428555,75.00197292374055
121.63355666248106,65.67489318104468
120.04222033961685,59.67672322203022
113.83264837377361,58.39611751362299
104.40530796413518,62.185090546669045
93.29489241777716,70.08015636579933
81.8634184533295,80.53905945067947
71.48801420752135,92.03514682400717
63.67375392138653,103.19906913810236
59.96197006932055,112.63183992952528
61.27708626485112,118.75467455630698
67.20799296954706,120.27319806647799
76.41451854380031,116.77727011222764
87.40561787668925,109.14479006224961
98.81526318532427,98.88225860943574
109.30247658238231,87.4683252321235
117.35571568797016,76.26737225347142
121.37641260163802,66.68726346467086
120.39123915544094,60.24064940180475
114.66839152857617,58.37551298792624
105.56969294718141,61.594601820095605
94.61473993588943,69.05548064995502
83.17830128566327,79.27721763938295
72.62197618670996,90.69625519029731
64.43730407568111,101.96237558051486
60.208737820085936,111.63466601766078
60.916829797001476,118.23770409357243
66.36566791907043,120.33352824971729
75.2877004787838,117.37944287306377
86.15298232934077,110.13502448508918
97.57492389657212,100.09339991016918
90.0,90.0
90.0,90.0
90.0,90.0
90.0,90.0
90.0,90.0
90.0,90.0
90.0,90.0
90.0,90.0
73.7655150108208,89.3953992173206
65.26241504130182,100.71089627601701
60.53469376102019,110.6150928523617
60.691382338811614,117.59500522809059
65.65326082552612,120.21682532173315
74.21590858333995,117.83178430368166
84.88420471506804,111.04308905352076
96.2776853699248,101.27063255892419
107.04265869321145,90.04499465618466
115.73240181842118,78.73452112474499
120.7716358396877,68.67720758834125
120.90087614190924,61.472577067884515
116.16982862318291,58.51729047843417
107.73739305921929,60.61133309127179
97.12118901953818,67.21740362874188
85.74777375989478,76.89035453089728
74.94143322588494,88.10272384432245
66.1403655066264,99.45532059913967
60.9350961659059,109.55070215846571
60.52501477178936,116.9193888556849
64.98013385463598,120.07326410327204
73.19372863694154,118.24220664835589
83.66783828288733,111.89923222974636
94.99918701177654,102.42054994598966
105.86891811895012,91.3176832279543
114.82767792972622,79.99331140150298
120.316242747372,69.78040856562325
121.02828751261096,62.19064477214882
116.8246771802718,58.705500849221615
108.75525904110965,60.22925812718469
98.34675131854921,66.366859752479
87.02166174492517,75.74752724457504
76.11065166340238,86.83782199981731
67.04938087865678,98.1956829937633
61.38336864325362,108.48202646859507
60.41159995745397,116.1988351067058
64.34978964624783,119.86634119714977
72.1997955050252,118.58727094129844
82.45935297739682,112.70370919778422
93.73247053081701,103.52685953488245
104.67034336237744,92.58308857157978
113.8929842756253,81.24441240787343
119.81565855348457,70.878911999839
121.09488590005921,62.943394384342824
117.41380816990477,58.958551828285145
109.72811004254466,59.9229157772954
99.539963523818,65.58336469045784
88.29667390746259,74.64286368866657
77.31215324404427,85.56839795158248
67.99853143481896,96.92899175833448
61.90303720382961,107.37947829341473
60.370898298499405,115.41459231594074
63.77386356254765,119.59018369418861
71.227180924838,118.88321022012727
81.25197017419222,113.48858745512712
92.43719920372811,104.64027167340546
103.45568565054803,93.85042849795104
112.90555781008044,82.5404153254484
119.25565049333554,72.03342708702617
121.0962789011908,63.772537553403076
117.9744554661361,59.28172759597547
110.70757185510462,59.656856310842215
100.76739423842557,64.81239850494906
89.61390129960682,73.52760988183589
78.57395220301709,84.2738806053585
69.02612180825197,95.6150647419901
62.508764845140554,106.19163736150394
60.43048332043014,114.55385371613701
63.27509539674855,119.2099439539549
70.29141820101877,119.08803018676578
80.06713758198785,114.2020301493242
91.1473574534603,105.70617927259146
102.20479033042206,95.11091501992816
111.87794112639668,83.82950191504212
118.64021786491183,73.19289865630941
121.02675802004073,64.6382525553657
118.45848650907689,59.670578798327455
111.61685298322831,59.47581446895718
101.93420240898229,64.12048159978966
90.90237513661441,72.45862116941562
79.80778787004732,83.0261357358258
70.05125397994296,94.32762768180595
63.14176588531887,105.02003513722562
60.51032230682618,113.6962585888539
62.803169271027045,118.83601409812586
69.40119950831394,119.2585562920253
78.91280972604011,114.88101872946241
89.87666302436173,106.7496271644531
100.96875749043745,96.34737389908231
110.84337151379789,85.105278240498
117.99415875556389,74.34038234151215
120.89874607779335,65.527600763724
118.89425469697994,60.09595600847788
112.484688790411,59.34767991901895
103.08635968896147,63.4629636341784
92.15548979945032,71.44984339282937
81.03960152361394,81.80295325981136
71.09342697291034,93.05978855338871
63.802360052715116,103.86051422699111
60.656210607564844,112.80311483721256
62.39904169813145,118.38575824269854
68.55540802059758,119.36592660738562
77.78866538937586,115.50667777093656
88.63234098065548,107.74600656262314
99.74443268595192,97.54729084686385
109.79288299685892,86.36876265120394
117.29460132244984,75.52888410781242
120.73418538529332,66.43134304076791
119.27562221204603,60.578588317262096
113.32500881974416,59.259256659186946
104.19813993514998,62.860662927911186
93.4024780220616,70.46351249562515
82.27669653056554,80.5946274085458
72.15709796387728,91.78588118340349
64.52524123966164,102.67049655799488
60.85835355724367,111.8727962951913
62.04681339015114,117.88618012135666
67.74699599208594,119.41600706858151
76.6795275169675,116.08769459288058
87.36617191251693,108.72906799883198
98.49494426534692,98.74928161165056
108.70214421335073,87.64747311609227
116.5479818013647,76.73268484931
120.48832420324123,67.389781217509
119.5866933407063,61.12017710352585
114.11378678750393,59.246501197033936
105.29953609943097,62.30453941053291
94.6559078069574,69.5090085321771
83.52613154365113,79.4021238581192
73.24604513218331,90.51696370205346
65.28284385805647,101.48671823650497
61.131477921408845,110.90422789134831
61.7680553143121,117.3250846391743
66.99522073014299,119.38990939473544
75.60862912393799,116.58933519877692
86.13945366424707,109.63694648718422
97.24633828042857,99.91475761607225
107.59009796304217,88.90999550300499
115.7447086720559,77.94938264265326
120.17059502636987,68.3953540425907
119.82706620219308,61.72949830339009
114.83037159114781,59.3369569961958
106.36343643633722,61.829811455488176
95.88363514799865,68.60972945023519
84.78355312541434,78.24074880573563
74.38137223813452,89.24533379008965
66.11223096272384,100.2478229808971
61.48265362105138,109.88187666972985
61.55669727447731,116.68987260549153
66.29472317432469,119.2922519361304
74.56812435658381,117.0402725484038
84.91620739943936,110.51570268438556
95.988143391674,101.06378165579099
106.44278502243671,90.17960249291414
114.88954600129587,79.18347764762001
119.79154261577993,69.43636568869185
120.01288551472507,62.3848721484586
115.52153334060056,59.4655418599909
107.39814570431007,61.414883672146445
97.1196920275661,67.72277055862907
86.0590140782797,77.08407571198802
75.54483618673555,87.9638670854646
66.98642443547133,98.9994474317184
61.894506252841424,108.8265693351275
61.41936857054584,116.00108131494983
65.63690914089501,119.12753391891093
73.54946964321513,117.42911436792184
83.69541996858449,111.35789718668151
94.71026447588717,102.19965756590469
105.2740739198135,91.43866360835759
114.0075548015474,80.41035179615021
119.3480422395492,70.50416004730427
120.1262223194828,63.10679647301225
116.14099966053318,59.6795361553928
108.39021899508295,61.06590422049511
98.3288060504664,66.91206617811031
87.3333476998368,75.96422848088918
76.73295958685816,86.6945209482102
67.90741357454677,97.74001216529923
62.369351841412765,107.74159977505776
61.34466476068167,115.26113593920651
65.0475227037514,118.88441735870886
72.57772586459076,117.74537757670028
82.5000987500895,112.14032317685076
93.43337552016692,103.30559680204773
104.07476346221748,92.70152940362011
113.0480252773082,81.69052592900145
118.83737403773762,71.60986329947224
120.15828758492714,63.887027565729696
116.71529761096649,59.94712841982963
109.35996646982798,60.77615742204918
99.52211150770498,66.1457874434815
88.61305279169783,74.85962725393435
77.93754587806981,85.43263032619181
68.8738664872544,96.46265883325113
62.910388204115456,106.61959573026026
61.33608694127353,114.4639233297563
64.50766312020252,118.57877136435918
71.63446307242604,117.99956945403213
81.31226250403775,112.88993857738852
92.15816902046556,104.38242176714601
102.8577465246228,93.95254340914293
112.05702923351994,82.96829953701605
118.26362513642611,72.7453782403873
120.13656144552401,64.704456071138
117.23771058999219,60.29214675191361
110.28892379659472,60.55186879224483
100.70750284131022,65.42448212709975
89.89648523818025,73.78602696440565
79.16258442681318,84.18432948720299
69.87465992880732,95.20331005288709
63.51386191885471,105.46601078021517
61.39569225594523,113.62479411250581
64.02611640962579,118.21470778203647
70.73117046472875,118.19201090282702
80.15251894934697,113.57767954449464
90.88496342253373,105.4294761748598
101.62376795982553,95.18978747450366
111.03057674440839,84.2488535900995
117.63033874043852,73.90822082619486
120.04257753356148,65.57386612081724
117.67524506528034,60.695545749855725
111.16624055490117,60.40433758182207
101.85071274378629,64.76366741659156
91.15692328619255,72.76358469986346
80.39926856162816,82.95194644235649
70.91297204884809,93.91031243613996
64.17467712119517,104.29132498735679
61.52533602754654,112.73326688246583
63.61878640327904,117.7798069651989
69.88501707297782,118.31024880934359
79.02540455175733,114.20518092225988
89.63194401979257,106.42654963868839
100.39183227860413,96.39963494671115
109.98147054441307,85.51271958889525
116.94555403353712,75.08411943716267
119.87118352868625,66.48455679987059
118.0588382873981,61.17275324416367
111.99034190247768,60.320120204206155
102.96658093025079,64.16469009539766
92.40745945977372,71.77619407627971
81.63376617052062,81.74789573988558
71.9640602286987,92.6497972860197
64.86859388799753,103.12204382253164
61.71968915210944,111.81763445194643
63.26463620478531,117.29193872013397
69.0874285372706,118.36455399010266
77.93274006489958,114.7765376692219
88.397454994924,107.38189913809225
99.15532386366954,97.58803089326761
108.93329366065478,86.74238022615248
116.21868460420039,76.2657832009798
119.64766080750721,67.42078261824226
118.37709031377926,61.69247425521211
112.77148009415481,60.30154155831793
104.05423685857022,63.61526679217566
93.64577681602636,70.83221311783467
82.87838647225549,80.56249852832937
73.05449140999868,91.3742902750323
65.61614681052095,101.92962416154826
61.979857876793716,110.85727384380611
62.978831198444716,116.74569662981646
68.33789826103258,118.35137284862789
76.86675770991462,115.29233895278821
87.1691721282313,108.30062675835866
97.9134137527118,98.75428319561836
107.82820293831635,88.01967220542865
115.4489900185529,77.4611242108651
119.36089793909352,68.3983770096909
118.64660751763628,62.25754924893791
113.50480759664185,60.346732083999356
105.11244406652523,63.11435510081156
94.86804517044818,69.9266190799515
84.11192755553846,79.41018687210563
74.16682031366994,90.11272596835273
66.41161296170564,100.72102101136483
62.28789541879134,109.87733548098204
62.746037820273074,116.15549162240629
67.61792352608272,118.29454753724646
75.82618263006626,115.7583553914477
85.95630171359218,109.18165846928792
96.67684733396338,99.89048780764638
106.70393991980069,89.27282615967322
114.62940852344573,78.67064460644605
119.01651953929121,69.39633638023265
118.84547643226327,62.88247956982956
114.19188058032613,60.447407255904686
106.12754575940629,62.698859129807545
96.07148100702518,69.07457656880884
85.35231595449866,78.28219809006399
75.28188819956581,88.88076838746304
67.24844061254844,99.50772395133266
62.66730677633072,108.8636433609568
62.58618673448803,115.5043734033364
66.97187869794985,118.14930988653842
74.8369801941093,116.14203710884206
84.76452246395526,110.01054764923487
95.44597166205003,100.9864600578484
105.56675440153205,90.50987746981005
113.7698457130579,79.88851076286161
118.60038700169412,70.43656610161385
118.96468349655096,63.5886525795547
114.8170695463039,60.62427442515042
107.11068459176455,62.33245464937714
97.25783068666492,68.26404183193054
86.59371218431819,77.17913610108361
76.42439742950322,87.63857609794528
68.1161523366369,98.29702878336212
63.109418465774226,107.81211423774607
62.48720268356872,114.81198196382616
66.38746028368213,117.94169728029158
73.8784981119635,116.47673759844602
83.59840076232182,110.78856700686022
94.20337220459274,102.07256227796864
104.42232327225929,91.7314795658723
112.87495430713366,81.10402555757956
118.13471029171929,71.49042689640457
119.03779364617903,64.28928185981671
115.38395461109323,60.864130698552366
108.0532097257409,62.02853818543115
98.41381361393582,67.50442314367564
87.83140822588804,76.11003875831882
77.5864467746706,86.41626127147181
69.03077142186048,97.07133961603355
63.60130639334066,106.74707185196412
62.461066189926704,114.07450688692452
65.85937619221811,117.66747208660438
72.96949136428856,116.74150725266888
82.46147147534269,111.51063658898168
92.98708219208922,103.10498715291466
103.2604936280035,92.93404010557005
111.95206047857744,82.31646003930564
117.61634558947335,72.56430260412635
119.03294350363932,65.06041241892537
115.88044593825147,61.173452962428655
108.93618243469379,61.803775212678644
99.54803953176824,66.80411865744561
89.04500476045637,75.08707929218646
78.73706899602305,85.22884455977001
69.96839900189714,95.85148266677535
64.14113378318771,105.66862480763207
62.48825522286905,113.27706230311323
65.37265278243848,117.35668126121817
72.0876683879657,116.95688418863806
81.34016678149783,112.1941925631485
91.76707375922122,104.1194424167904
102.09728791890043,94.11478797377146
110.99474562277655,83.53254146444567
117.04411276662644,73.65903650838354
118.97878077885801,65.85813786421646
116.345117874554,61.51799881554283
109.80713721997965,61.61729476329825
100.6603465335547,66.13924705777373
90.26988643829807,74.08016337344029
79.91712988785319,84.03798534077893
70.94051186032708,94.63153163134693
64.73643772522499,104.56097367662552
62.57660234341302,112.46618472542376
64.9524231200497,116.97642784960146
71.25152835889111,117.10755460875892
80.24734153808558,112.81896051099939
90.56193691283576,105.09286938941193
100.91595029268103,95.28538924089601
110.007235341556,84.75338890381731
116.41880630893631,74.77919373353629
118.86087776123901,66.70328635466245
116.75134248013936,61.9252506539978
110.62429687901817,61.505189981264174
101.7446536724544,65.53842723561057
91.47703801612889,73.11819328647691
81.09811961239883,82.87442320449851
71.93446764723848,93.40844219008625
65.38631388812094,103.43865247483787
62.729401206889946,111.60346504597631
64.58134172323481,116.53903471833871
70.46956113974652,117.18425773279837
79.17174942361393,113.40102910375305
89.35594304192966,106.0362109948893
99.72541869235596,96.44366325064743
108.98268820846734,85.97730121386529
115.74274791002506,75.91481285714404
118.66499864460496,67.60656748992724
117.08563582397652,62.404378218575815
111.4009422865305,61.453198474474924
102.81497629593186,64.98306806319147
92.68318695258425,72.18729569314762
82.31089166138733,81.70540949426069
72.98033095371652,92.17032130185238
66.0854912414799,102.28657372226495
62.95188043668681,110.6948842399488
64.27009099377959,116.05003134465531
69.71911778519029,117.20534055783953
78.13050541076923,113.92785065781754
88.1529000355205,106.94406562321826
98.52664671736453,97.57805180106229
107.93441713393783,87.19728329660667
115.01518512270513,77.07391815626366
